set1_id,DataVizRoles_collapsed,JobTitle_cleaned__,YearsDataVizExperience_buckets,OrgSector_,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_Academia,OrgSector_Other__,TimeWorked,TimeDataPrep,TimeDataAnalysis,TimeIdeating,TimeProducingViz,TimeManagingDataViz,TimeOtherVizTasks,OtherVizTasks__
qwrX,EmployeeAND,Data Coordinator; Student,1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
QKof,EmployeeANDFreelance,[^not answered],6-10,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Ijfg,Employee,Data Analyst,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
aliT,Employee,Data Analyst,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
PCHO,FreelanceAND,Data Storyteller,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
lQhf,Academic,Associate Professor,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XmLA,Academic,Assistant Professor,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
nYZG,Freelance,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
mZZd,Skipped question,Sommelier,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wIYM,Hobbyist,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
lBCl,Freelance,[^not answered],21-25,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
yMws,Employee,[^not answered],6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
tyqX,Freelance,Senior Consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ZamL,Employee,Business Intelligence Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ucqh,Student,Data Analyst,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
viNJ,Student,[^not answered],,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ZeHE,EmployeeAND,[^not answered],1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wQhC,Skipped question,[^not answered],,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
vlvZ,Employee,"Senior Data Analyst, Reporting & Visualization",6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
zAkR,Employee,Quality Control Specialist,1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DnVW,Passive income,Business Analyst,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
kxhK,Employee,Population Health Statistician,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
OThd,Employee,UX Designer,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
uOps,Employee,Speech Analytics,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ItDx,Employee,Senior Marketing Analyst,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ewjh,Freelance,,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
LzXF,EmployeeANDFreelance,Experience Designer,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wkMp,Employee,Director of Data Analytics,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
uZfh,Student,[^not answered],1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ToRq,Employee,Data Architect,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ZvXk,EmployeeAND,Associate Professor,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
yaKl,Skipped question,Product Manager,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
YLUs,Employee,Senior graphics editor,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
FfWz,OtherCombo,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
kXZx,Employee,Software Engineer,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
WKsZ,EmployeeAND,CEO; Founder,1-5,4,x,x,x,x,[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
xNDO,FreelanceAND,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ylvS,Hobbyist,,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wItM,Employee,Market research analyst,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
FeUI,Employee,[^not answered],1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
eXaT,Freelance,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
muhM,OtherCombo,[^not answered],1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
TsgW,Employee,Senior Specialist Lead Data Visualization,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
PpTA,Hobbyist,Business Analyst,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Pbzg,Freelance,Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
WQGs,Employee,Senior Data Analyst,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
BEYa,Employee,UX Designer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
WaYf,Employee,Information Management Expert,11-15,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
lbAL,Employee,Senior Associate,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DAWs,Employee,UX Designer and Researcher,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
mqwD,Employee,Data Analyst,1-5,2,[^not chosen],[^not chosen],x,[^not chosen],National nonprofit (quasi-government),[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
yrEg,Employee,[^not answered],6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
xLeF,Hobbyist,Research Project Manager,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
AgPO,Employee,Prospect Development Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
GpDE,Hobbyist,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
kkoK,EmployeeAND,Research & Data Analyst,Less than 1 year,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wNnU,Academic,Learning Developer for Data Science Tools,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
BcLs,Freelance,Data Visualization Designer,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
zAkX,EmployeeANDFreelance,Data Scientist,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
QWuG,EmployeeAND,Data Analyst,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
SXpl,Employee,"Director, Analytics and Reporting",16-20,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
vpQb,Employee,Senior Data Analyst,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
mnoE,Hobbyist,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
KaLY,OtherCombo,Assistant Professor,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wJJY,Hobbyist,Technology Research Specialist,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gzyD,Student,Data Designer,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XzSH,Employee,Software Engineer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
jmVk,Employee,VP,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
sBaF,Employee,Business Intelligence Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ZKFF,Freelance,Business Intelligence Analyst,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
UGFx,Hobbyist,Unemployed,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
rWxK,Employee,"Planing, Assessment and Research Analyst",6-10,2,x,[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
otLt,Hobbyist,Professor,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
AqcL,Employee,Business Intelligence Analyst,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ViYd,EmployeeAND,Senior People Analyst,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
fNVJ,Academic,Adjunct Instructor,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
hLLw,Freelance,Associate,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XqRW,Employee,[^not answered],1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
weDR,Employee,Data Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
QDUU,Employee,Senior Data Visualization Designer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
MPYY,Skipped question,[^not answered],,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
XRME,Student,PhD Student,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
WXXW,Employee,Senior Product Designer,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DKgU,EmployeeAND,Front-End Developer Student Assistant,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
KJie,EmployeeAND,Epidemiologist,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
jEJG,Employee,Senior Software Engineer,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
